Timestamp, EventType, Ticker, Price, Quantity, Exchange, Conditions
08:43:17.887, TRADE, IBM, 153.94, 400, ARCA, 00002000
08:44:03.349, TRADE, IBM, 153.94, 100, NASDAQ, 00002000
08:44:11.555, TRADE, IBM, 153.94, 300, ARCA, 00002000
08:44:14.061, TRADE, IBM, 153.94, 100, ARCA, 00002000
08:44:18.248, TRADE, IBM, 153.94, 100, ARCA, 20002020
08:44:19.301, TRADE, IBM, 153.94, 100, ARCA, 00002000
08:45:31.731, TRADE, IBM, 154.00, 100, BATS, 00002000
08:45:31.731, TRADE, IBM, 154.00, 100, BATS, 00002000
08:47:17.399, TRADE, IBM, 154.00, 100, EDGX, 20002020
08:47:17.400, TRADE, IBM, 154.00, 100, BATS, 20002020
08:48:43.974, TRADE, IBM, 154.00, 100, EDGX, 20002020
08:48:43.975, TRADE, IBM, 154.00, 100, BATS, 20002020
08:49:12.231, TRADE, IBM, 154.00, 100, NASDAQ, 20002020
08:49:43.025, TRADE, IBM, 154.00, 100, ARCA, 00002000
08:50:21.280, TRADE, IBM, 154.00, 100, BATS, 20002020
08:53:22.999, TRADE, IBM, 154.00, 90, EDGX, 80002000
09:02:22.266, TRADE, IBM, 153.87, 300, ARCA, 20002020
09:02:23.636, TRADE, IBM, 153.86, 100, ARCA, 00002000
09:03:28.749, TRADE, IBM, 153.86, 400, ARCA, 00002000
09:03:30.404, TRADE, IBM, 153.86, 21, ARCA, 80002000
09:03:33.061, TRADE, IBM, 153.87, 342, ARCA, 00002000
09:05:56.074, TRADE, IBM, 153.99, 100, ARCA, 00002000
09:05:58.962, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:05:59.979, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:06:01.044, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:06:05.096, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:06:06.616, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:06:07.433, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:06:14.223, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:06:14.855, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:06:29.243, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:06:29.243, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:06:47.533, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:06:47.534, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:07:27.624, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:07:27.624, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:07:30.324, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:07:30.827, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:07:31.758, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:07:31.758, TRADE, IBM, 154.00, 700, ARCA, 00002000
09:24:02.093, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:24:02.093, TRADE, IBM, 154.00, 300, ARCA, 00002000
09:24:02.094, TRADE, IBM, 154.00, 100, EDGX, 20002020
09:24:02.094, TRADE, IBM, 154.00, 100, NASDAQ, 20002020
09:24:02.094, TRADE, IBM, 154.00, 100, BATS, 20002020
09:25:01.073, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:25:01.392, TRADE, IBM, 154.00, 100, ARCA, 20002020
09:25:01.392, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:25:01.392, TRADE, IBM, 154.00, 100, EDGX, 00002000
09:25:01.393, TRADE, IBM, 154.00, 100, BATS, 00002000
09:25:01.393, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:25:01.393, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:25:01.393, TRADE, IBM, 154.00, 100, EDGX, 00002000
09:25:01.394, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:25:01.395, TRADE, IBM, 154.00, 100, BATS, 00002000
09:25:01.395, TRADE, IBM, 154.00, 100, BATS, 00002000
09:25:02.065, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:26:02.651, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:26:09.877, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:26:09.877, TRADE, IBM, 154.00, 200, ARCA, 00002000
09:26:18.979, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:26:18.979, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:26:19.481, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:26:19.482, TRADE, IBM, 154.00, 200, ARCA, 00002000
09:26:39.316, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:28:00.135, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:28:36.867, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:28:36.867, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:28:36.867, TRADE, IBM, 154.00, 300, ARCA, 00002000
09:28:59.005, TRADE, IBM, 153.78, 6, BATS, a0002020
09:29:01.651, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:01.651, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:02.564, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:02.564, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:04.812, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:04.812, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:06.261, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:06.261, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:06.261, TRADE, IBM, 154.00, 300, ARCA, 00002000
09:29:13.640, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:13.640, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:30.033, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:30.034, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:29:35.021, TRADE, IBM, 154.00, 100, BATS, 00002000
09:29:35.022, TRADE, IBM, 154.00, 1000, BATS, 00002000
09:29:35.022, TRADE, IBM, 154.00, 100, EDGX, 20002020
09:29:35.022, TRADE, IBM, 154.00, 300, EDGX, 20002020
09:29:35.022, TRADE, IBM, 154.00, 100, ARCA, 20002020
09:29:35.022, TRADE, IBM, 154.00, 100, ARCA, 20002020
09:29:35.022, TRADE, IBM, 154.00, 100, ARCA, 20002020
09:29:35.022, TRADE, IBM, 154.00, 100, NASDAQ, 20002020
09:29:35.022, TRADE, IBM, 154.00, 100, NASDAQ, 20002020
09:29:36.690, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:29:41.437, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:41.437, TRADE, IBM, 154.00, 900, ARCA, 00002000
09:29:44.003, TRADE, IBM, 153.85, 3, ARCA, a0002020
09:29:45.042, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:45.042, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:45.043, TRADE, IBM, 154.00, 100, EDGX, 00002000
09:29:45.043, TRADE, IBM, 154.00, 100, BATS, 00002000
09:29:45.043, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:29:45.043, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:29:45.049, TRADE, IBM, 154.00, 100, NASDAQ, 20002020
09:29:45.049, TRADE, IBM, 154.00, 200, NASDAQ, 20002020
09:29:47.161, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:29:47.291, TRADE, IBM, 153.86, 28, NASDAQ PSX, a0002020
09:29:47.324, TRADE, IBM, 153.86, 39, NASDAQ PSX, a0002020
09:29:48.887, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:48.887, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:29:50.179, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:50.179, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:29:50.986, TRADE, IBM, 153.86, 5, NASDAQ, a0002020
09:29:51.121, TRADE, IBM, 153.86, 2, NASDAQ, a0002020
09:29:53.819, TRADE, IBM, 153.86, 58, NASDAQ, a0002020
09:29:54.792, TRADE, IBM, 153.86, 21, NASDAQ, a0002020
09:29:54.853, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:54.853, TRADE, IBM, 154.00, 32, ARCA, a0002020
09:29:54.853, TRADE, IBM, 154.00, 868, ARCA, 00002000
09:29:54.991, TRADE, IBM, 154.00, 32, ARCA, 80002000
09:29:54.992, TRADE, IBM, 154.00, 100, EDGX, 20002020
09:29:54.992, TRADE, IBM, 154.00, 68, NASDAQ, a0002020
09:29:55.893, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:29:55.893, TRADE, IBM, 154.00, 100, ARCA, 00002000
09:30:00.015, TRADE, IBM, 153.93, 50, NASDAQ, 80002000
09:30:00.056, TRADE, IBM, 154.00, 100, ARCA, 04000000
09:30:00.056, TRADE NB, IBM, 154.00, 100, ARCA, 20000040
09:30:00.056, TRADE NB, IBM, 154.00, 1100, ARCA, 00000001
09:30:00.057, TRADE, IBM, 154.00, 97, ARCA, 80000000
09:30:00.057, TRADE, IBM, 154.00, 97, BATS, 80000000
09:30:00.059, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:00.059, TRADE NB, IBM, 154.00, 300, ARCA, 00000001
09:30:00.102, TRADE NB, IBM, 154.00, 100, ARCA, 20000020
09:30:00.102, TRADE, IBM, 154.00, 100, NASDAQ, 20002020
09:30:00.102, TRADE NB, IBM, 154.00, 100, EDGX, 20000020
09:30:00.102, TRADE, IBM, 154.00, 180, NASDAQ, 20002020
09:30:00.102, TRADE, IBM, 154.00, 520, NASDAQ, 20002020
09:30:00.140, TRADE, IBM, 154.00, 97, NASDAQ, 80002000
09:30:00.204, TRADE NB, IBM, 154.00, 100, BATS, 00000001
09:30:00.204, TRADE NB, IBM, 154.00, 200, BATS, 00000001
09:30:00.204, TRADE, IBM, 154.00, 3, NASDAQ, 80002000
09:30:00.205, TRADE, IBM, 154.00, 97, NASDAQ, 80002000
09:30:00.206, TRADE, IBM, 154.00, 3, ARCA, 80000000
09:30:00.225, TRADE NB, IBM, 154.00, 100, BATS, 00000001
09:30:00.265, TRADE NB, IBM, 154.00, 100, BATS, 00000001
09:30:00.266, TRADE NB, IBM, 154.00, 1400, BATS, 00000001
09:30:00.271, TRADE, IBM, 154.00, 100, NASDAQ, 20002020
09:30:00.271, TRADE, IBM, 154.00, 200, NASDAQ, 20002020
09:30:00.382, TRADE NB, IBM, 154.00, 100, BATS, 00000001
09:30:00.388, TRADE, IBM, 154.00, 100, NASDAQ, 00002000
09:30:00.516, TRADE NB, IBM, 154.00, 100, ARCA, 20000020
09:30:00.517, TRADE NB, IBM, 154.00, 100, EDGX, 20000020
09:30:00.517, TRADE, IBM, 154.00, 29, BATS, 80000000
09:30:00.523, TRADE, IBM, 154.00, 100, NASDAQ, 20002020
09:30:00.529, TRADE NB, IBM, 154.00, 100, BATS, 00000001
09:30:00.529, TRADE NB, IBM, 154.00, 100, BATS, 00000001
09:30:00.657, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:00.657, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:00.657, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:00.657, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:00.657, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:00.657, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:00.846, TRADE NB, IBM, 154.00, 100, NASDAQ, 00000001
09:30:00.846, TRADE, IBM, 154.00, 100, NASDAQ, 04000000
09:30:02.314, TRADE NB, IBM, 154.00, 100, BATS, 00000001
09:30:03.375, TRADE, IBM, 154.00, 54, ARCA, 80000000
09:30:03.375, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:03.376, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:03.376, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:03.376, TRADE, IBM, 154.00, 46, ARCA, 80000000
09:30:03.376, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:03.376, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:03.376, TRADE NB, IBM, 154.00, 100, ARCA, 00000001
09:30:03.376, TRADE NB, IBM, 154.00, 100, BATS, 00000001
09:30:03.376, TRADE NB, IBM, 154.00, 100, NASDAQ, 00000001
09:30:03.380, TRADE NB, IBM, 154.14, 88138, NYSE, 00000040
09:30:03.380, TRADE, IBM, 154.00, 6, ARCA, a0000020
09:30:03.381, TRADE, IBM, 154.00, 6, ARCA, a0000020
09:30:03.381, TRADE, IBM, 154.00, 13, ARCA, a0000020
09:30:03.381, TRADE, IBM, 154.00, 50, ARCA, a0000020
09:30:03.381, TRADE NB, IBM, 154.00, 100, EDGX, 00000001
09:30:03.381, TRADE NB, IBM, 154.00, 100, NASDAQ, 20000020
09:30:03.381, TRADE NB, IBM, 154.00, 150, EDGX, 00000001
09:30:03.381, TRADE, IBM, 154.00, 12, EDGX, 80000000
09:30:03.381, TRADE, IBM, 154.00, 75, NASDAQ, a0000020
09:30:03.382, TRADE, IBM, 154.00, 25, ARCA, a0000020
09:30:03.385, TRADE, IBM, 154.00, 51, EDGX, 80000000
09:30:03.386, TRADE, IBM, 154.00, 25, NASDAQ, 80000000
09:30:03.386, TRADE, IBM, 154.00, 7, NASDAQ, 80000000
09:30:03.388, TRADE, IBM, 154.00, 93, NASDAQ, 80000000
09:30:03.388, TRADE, IBM, 154.00, 32, NASDAQ, 80000000
09:30:03.392, TRADE, IBM, 153.96, 90, FINRA, 80000000
09:30:03.413, TRADE, IBM, 154.00, 44, NASDAQ, 80000000
09:30:03.421, TRADE, IBM, 154.00, 13, ARCA, 80000000
09:30:03.422, TRADE, IBM, 154.00, 24, NASDAQ, a0000020
09:30:03.422, TRADE, IBM, 154.00, 76, NASDAQ, a0000020
09:30:03.424, TRADE, IBM, 154.00, 24, NASDAQ, 80000000
09:30:03.424, TRADE, IBM, 154.00, 46, NASDAQ, 80000000
09:30:03.926, TRADE NB, IBM, 153.92, 200, NYSE, 00000001
09:30:03.928, TRADE, IBM, 153.92, 27, ARCA, a0000020
09:30:03.928, TRADE NB, IBM, 153.92, 100, NASDAQ, 00000001
09:30:03.929, TRADE NB, IBM, 153.92, 100, NASDAQ, 00000001
09:30:03.930, TRADE, IBM, 153.96, 10, FINRA, 80000000
09:30:04.096, TRADE NB, IBM, 153.90, 100, ARCA, 00000001
09:30:04.097, TRADE, IBM, 153.92, 10, NASDAQ, a0000020
09:30:04.098, TRADE NB, IBM, 153.90, 100, NASDAQ, 00000001
09:30:04.098, TRADE NB, IBM, 153.87, 100, EDGX, 00000001
09:30:04.332, TRADE, IBM, 154.14, 71, FINRA, a0000200
09:30:04.336, TRADE, IBM, 154.14, 50, FINRA, a0000200
09:30:04.347, TRADE, IBM, 154.14, 79, FINRA, a0000200
09:30:04.358, TRADE, IBM, 154.14, 1, FINRA, a0000200
09:30:04.365, TRADE, IBM, 154.14, 45, FINRA, a0000200
09:30:04.374, TRADE, IBM, 154.14, 2, FINRA, a0000200
09:30:04.389, TRADE, IBM, 154.14, 3, FINRA, a0000200
09:30:04.401, TRADE, IBM, 154.14, 12, FINRA, a0000200
09:30:04.411, TRADE, IBM, 154.14, 10, FINRA, a0000200
09:30:04.422, TRADE, IBM, 154.14, 10, FINRA, a0000200
09:30:04.426, TRADE, IBM, 154.14, 55, FINRA, a0000200
09:30:04.430, TRADE, IBM, 154.14, 43, FINRA, a0000200
09:30:04.467, TRADE NB, IBM, 153.87, 100, NYSE, 00000001
09:30:05.306, TRADE NB, IBM, 153.91, 100, ARCA, 00000001
09:30:05.307, TRADE NB, IBM, 153.92, 100, EDGA, 00000001
09:30:05.308, TRADE NB, IBM, 153.92, 100, NYSE, 00000001
09:30:05.313, TRADE NB, IBM, 153.91, 100, ARCA, 20000020
09:30:05.320, TRADE, IBM, 153.92, 20, FINRA, 80000000
09:30:05.358, TRADE NB, IBM, 153.92, 182, BATS Y, 20000020
09:30:05.501, TRADE, IBM, 153.95, 24, ARCA, a0000020
09:30:05.501, TRADE, IBM, 153.92, 18, BATS Y, 80000000
09:30:05.501, TRADE, IBM, 153.91, 82, BATS Y, 80000000
09:30:05.725, TRADE, IBM, 154.14, 10, FINRA, a0000200
09:30:05.725, TRADE, IBM, 154.14, 150, FINRA, 20000200
09:30:05.726, TRADE, IBM, 154.14, 30, FINRA, a0000200
09:30:05.727, TRADE, IBM, 154.14, 4, FINRA, a0000200
09:30:05.727, TRADE, IBM, 154.14, 12, FINRA, a0000200
09:30:05.727, TRADE, IBM, 154.14, 279, FINRA, 20000200
09:30:05.727, TRADE, IBM, 154.14, 50, FINRA, a0000200
09:30:05.730, TRADE, IBM, 154.14, 10, FINRA, a0000200
09:30:05.730, TRADE, IBM, 154.14, 35, FINRA, a0000200
09:30:05.732, TRADE, IBM, 154.14, 38, FINRA, a0000200
09:30:05.733, TRADE, IBM, 154.14, 2, FINRA, a0000200
09:30:05.733, TRADE, IBM, 154.14, 1, FINRA, a0000200
09:30:05.733, TRADE, IBM, 154.14, 1, FINRA, a0000200
09:30:05.734, TRADE, IBM, 154.14, 5, FINRA, a0000200
09:30:05.737, TRADE, IBM, 154.14, 100, FINRA, 20000200
09:30:05.739, TRADE, IBM, 154.14, 20, FINRA, a0000200
09:30:05.740, TRADE, IBM, 154.14, 10, FINRA, a0000200
09:30:05.750, TRADE, IBM, 154.14, 1, FINRA, a0000200
09:30:05.750, TRADE, IBM, 154.14, 100, FINRA, 20000200
09:30:05.759, TRADE, IBM, 154.14, 70, FINRA, a0000200
09:30:05.759, TRADE, IBM, 154.14, 1, FINRA, a0000200
09:30:05.759, TRADE, IBM, 154.14, 75, FINRA, a0000200
09:30:05.833, TRADE NB, IBM, 153.91, 100, NYSE, 00000001
09:30:05.834, TRADE NB, IBM, 153.91, 200, NYSE, 00000001
09:30:05.837, TRADE NB, IBM, 153.91, 100, BATS, 00000001
09:30:05.841, TRADE NB, IBM, 153.91, 300, FINRA, 00000001
09:30:05.845, TRADE NB, IBM, 153.91, 200, FINRA, 00000001
09:30:06.037, TRADE NB, IBM, 153.91, 100, BATS Y, 00000001
09:30:06.038, TRADE, IBM, 153.91, 18, BATS Y, a0000020
09:30:06.045, TRADE NB, IBM, 153.91, 100, FINRA, 00000001
09:30:06.049, TRADE NB, IBM, 153.91, 100, FINRA, 00000001
09:30:08.092, TRADE, IBM, 154.00, 50, FINRA, 80000000
09:30:09.890, TRADE, IBM, 153.98, 1, BATS Y, a0000020
09:30:10.351, TRADE, IBM, 153.82, 1, NYSE, a0000020
09:30:10.351, TRADE, IBM, 153.82, 99, BATS Y, a0000020
09:30:11.785, TRADE NB, IBM, 153.90, 100, NYSE, 20000020
09:30:12.469, TRADE, IBM, 153.80, 7, FINRA, 80000000
09:30:14.579, TRADE, IBM, 154.14, 168, FINRA, 20000200
09:30:14.802, TRADE, IBM, 153.98, 10, NASDAQ, a0000020
09:30:14.802, TRADE, IBM, 153.98, 30, NASDAQ, a0000020
09:30:14.803, TRADE, IBM, 153.99, 20, NASDAQ, a0000020
09:30:14.889, TRADE NB, IBM, 153.91, 100, NYSE, 00000001
09:30:15.007, TRADE NB, IBM, 153.81, 1400, FINRA, 00000001
09:30:15.008, TRADE NB, IBM, 153.81, 200, FINRA, 00000001
09:30:15.029, TRADE NB, IBM, 153.82, 600, FINRA, 00000001
09:30:15.045, TRADE NB, IBM, 153.81, 200, FINRA, 00000001
09:30:15.063, TRADE NB, IBM, 153.82, 100, FINRA, 00000001
09:30:15.510, TRADE, IBM, 153.97, 1, BATS Y, a0000020
09:30:17.700, TRADE NB, IBM, 154.00, 100, FINRA, 20000020
09:30:20.010, TRADE NB, IBM, 153.98, 100, ARCA, 00000001
09:30:20.011, TRADE NB, IBM, 153.98, 100, NYSE, 00000001
09:30:20.011, TRADE NB, IBM, 153.98, 100, NASDAQ BX, 00000001
09:30:20.907, TRADE NB, IBM, 153.94, 900, FINRA, 00000001
09:30:22.127, TRADE NB, IBM, 153.99, 100, NYSE, 00000001
09:30:22.127, TRADE NB, IBM, 153.98, 100, NASDAQ BX, 00000001
09:30:22.127, TRADE NB, IBM, 153.98, 100, NASDAQ, 00000001
09:30:22.127, TRADE NB, IBM, 153.98, 100, EDGX, 00000001
09:30:22.128, TRADE NB, IBM, 153.98, 100, ARCA, 00000001
09:30:22.130, TRADE NB, IBM, 153.99, 100, BATS, 00000001
09:30:22.131, TRADE NB, IBM, 153.98, 100, BATS Y, 20000020
09:30:22.133, TRADE, IBM, 153.98, 82, NASDAQ, 80000000
09:30:22.133, TRADE, IBM, 153.99, 18, NASDAQ, 80000000
09:30:22.136, TRADE NB, IBM, 153.99, 100, ARCA, 00000001
09:30:22.136, TRADE NB, IBM, 153.99, 100, NYSE, 00000001
09:30:22.182, TRADE NB, IBM, 153.97, 100, EDGX, 00000001
09:30:22.218, TRADE NB, IBM, 153.99, 100, BATS, 00000001
09:30:22.219, TRADE NB, IBM, 153.97, 100, EDGX, 00000001
09:30:23.486, TRADE NB, IBM, 154.00, 100, BATS, 00000001
09:30:23.488, TRADE NB, IBM, 154.00, 100, NYSE, 00000001
09:30:23.489, TRADE NB, IBM, 153.99, 100, EDGX, 00000001
09:30:23.511, TRADE NB, IBM, 154.00, 100, NYSE, 00000001
09:30:25.145, TRADE NB, IBM, 153.99, 100, FINRA, 20000020
09:30:29.831, TRADE NB, IBM, 153.99, 100, FINRA, 20000020
09:30:29.835, TRADE NB, IBM, 153.90, 100, FINRA, 00000001
09:30:29.835, TRADE, IBM, 153.81, 37, FINRA, 80000000
09:30:32.411, TRADE NB, IBM, 154.00, 100, BATS, 20000020
09:30:32.411, TRADE NB, IBM, 154.00, 100, EDGX, 20000020
09:30:32.411, TRADE NB, IBM, 154.00, 100, BATS, 20000020
09:30:32.411, TRADE NB, IBM, 154.00, 200, NYSE, 20000020
09:30:32.412, TRADE NB, IBM, 154.00, 100, ARCA, 20000020
09:30:32.412, TRADE, IBM, 153.99, 35, NASDAQ, a0000020
09:30:32.412, TRADE NB, IBM, 154.00, 100, ARCA, 20000020
09:30:33.185, TRADE NB, IBM, 154.00, 100, NYSE, 00000001
09:30:33.186, TRADE, IBM, 154.00, 50, NYSE, 80000000
09:30:35.181, TRADE NB, IBM, 153.94, 441, FINRA, 00000001
09:30:35.184, TRADE, IBM, 153.94, 59, FINRA, 80000000
09:30:35.341, TRADE NB, IBM, 153.86, 100, NASDAQ, 20000020
09:30:35.383, TRADE NB, IBM, 153.85, 100, EDGA, 20000020
09:30:35.383, TRADE NB, IBM, 153.86, 100, EDGX, 20000020
09:30:35.383, TRADE, IBM, 153.85, 10, NASDAQ, a0000020
09:30:35.384, TRADE, IBM, 153.85, 90, NASDAQ, a0000020
09:30:35.384, TRADE NB, IBM, 153.85, 100, BATS, 20000020
09:30:35.385, TRADE NB, IBM, 153.93, 100, FINRA, 00000001
09:30:35.393, TRADE NB, IBM, 153.85, 100, FINRA, 00000001
09:30:35.439, TRADE NB, IBM, 153.85, 100, FINRA, 00000001
09:30:35.762, TRADE NB, IBM, 153.93, 100, FINRA, 00000001
09:30:36.659, TRADE NB, IBM, 153.86, 100, EDGX, 00000001
09:30:36.659, TRADE NB, IBM, 153.85, 100, EDGX, 00000001
09:30:36.662, TRADE NB, IBM, 153.85, 100, EDGX, 00000001
09:30:36.663, TRADE NB, IBM, 153.85, 100, NASDAQ, 00000001
09:30:36.664, TRADE NB, IBM, 153.85, 100, ARCA, 00000001
09:30:36.665, TRADE NB, IBM, 153.84, 100, NASDAQ, 00000001
09:30:36.665, TRADE NB, IBM, 153.84, 100, ARCA, 00000001
09:30:36.666, TRADE NB, IBM, 153.85, 100, FINRA, 20000020
09:30:36.667, TRADE NB, IBM, 153.92, 100, FINRA, 00000001
09:30:36.700, TRADE NB, IBM, 153.85, 100, NASDAQ, 00000001
09:30:37.632, TRADE NB, IBM, 153.85, 100, EDGA, 00000001
